seq_num,add_order_id,add_side,add_price,add_qty,update_order_id,update_side,update_price,update_qty,delete_order_id,delete_side,trade_order_id,trade_side,trade_price,trade_qty,time
1627942268920677142,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:18:56.07262 UTC
1627942268920677143,7457972527799646585,SELL,229.02,1000,,,,,,,,,,,2021-08-03 07:18:56.072651 UTC
1627942268920677145,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:18:57.451271 UTC
1627942268920677144,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:18:57.45125 UTC
1627942268920677146,,,,,,,,,7457972527799724556,SELL,,,,,2021-08-03 07:18:57.451379 UTC
1627942268920677147,7457972527799724911,SELL,229,300,,,,,,,,,,,2021-08-03 07:18:57.551818 UTC
1627942268920677149,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:01.315521 UTC
1627942268920677148,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:01.315503 UTC
1627942268920677150,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:01.681061 UTC
1627942268920677151,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:01.681078 UTC
1627942268920677152,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.012927 UTC
1627942268920677153,7457972527799646585,SELL,229.02,1000,,,,,,,,,,,2021-08-03 07:19:02.012947 UTC
1627942268920677154,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.013245 UTC
1627942268920677155,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:02.013264 UTC
1627942268920677157,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:02.014288 UTC
1627942268920677156,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.014239 UTC
1627942268920677158,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.014507 UTC
1627942268920677159,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:02.014527 UTC
1627942268920677160,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.11332 UTC
1627942268920677161,7457972527799646585,SELL,229.02,1000,,,,,,,,,,,2021-08-03 07:19:02.11334 UTC
1627942268920677162,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.114656 UTC
1627942268920677164,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.149817 UTC
1627942268920677163,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:02.114675 UTC
1627942268920677165,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:02.149837 UTC
1627942268920677166,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.151233 UTC
1627942268920677167,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:02.151251 UTC
1627942268920677168,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.311665 UTC
1627942268920677170,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.357242 UTC
1627942268920677169,7457972527799646585,SELL,229.02,1000,,,,,,,,,,,2021-08-03 07:19:02.311684 UTC
1627942268920677172,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.367344 UTC
1627942268920677171,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:02.357261 UTC
1627942268920677173,7457972527799646585,SELL,229.04,1000,,,,,,,,,,,2021-08-03 07:19:02.367363 UTC
1627942268920677175,7457972527799646584,BUY,228.86,1000,,,,,,,,,,,2021-08-03 07:19:02.367482 UTC
1627942268920677174,,,,,,,,,7457972527799646584,BUY,,,,,2021-08-03 07:19:02.367457 UTC
1627942268920677176,,,,,,,,,7457972527799646585,SELL,,,,,2021-08-03 07:19:02.368758 UTC
1627942268920677177,7457972527799646585,SELL,229.03,1000,,,,,,,,,,,2021-08-03 07:19:02.368777 UTC
