time,bid_price,ask_price,bid_size,ask_size,seq_num
2021-08-03 01:00:09.271219 UTC,229.24,229.4,1000,300,1627942268920653300
2021-08-03 01:00:09.326555 UTC,229.24,229.4,1000,1300,1627942268920653305
2021-08-03 01:00:09.342921 UTC,229.2,229.4,300,1300,1627942268920653306
2021-08-03 01:00:09.342939 UTC,229.23,229.4,1000,1300,1627942268920653307
2021-08-03 01:00:09.457902 UTC,229.2,229.4,300,1300,1627942268920653308
2021-08-03 01:00:09.457920 UTC,229.22,229.4,1000,1300,1627942268920653309
2021-08-03 01:00:09.459335 UTC,229.22,229.4,1000,300,1627942268920653311
2021-08-03 01:00:09.494796 UTC,229.22,229.4,1000,1300,1627942268920653314
2021-08-03 01:00:09.586702 UTC,229.22,229.4,1000,300,1627942268920653315
2021-08-03 01:00:09.586924 UTC,229.2,229.4,45,300,1627942268920653317
2021-08-03 01:00:09.586945 UTC,229.23,229.4,1000,300,1627942268920653318
2021-08-03 01:00:10.609431 UTC,229.23,229.4,1000,1300,1627942268920653321
2021-08-03 01:00:10.610802 UTC,229.23,229.4,1000,300,1627942268920653323
2021-08-03 01:00:10.939927 UTC,229.23,229.4,1000,1300,1627942268920653326
2021-08-03 01:00:10.996659 UTC,229.23,229.4,1000,300,1627942268920653327
2021-08-03 01:00:11.001995 UTC,229.23,229.4,1000,1300,1627942268920653332
2021-08-03 01:00:11.092753 UTC,229.23,229.4,1000,300,1627942268920653333
2021-08-03 01:00:11.211024 UTC,229.23,229.4,1000,1300,1627942268920653336
2021-08-03 01:00:11.212017 UTC,229.23,229.4,1000,300,1627942268920653337
2021-08-03 01:00:11.365102 UTC,229.23,229.4,1000,1300,1627942268920653342
2021-08-03 01:00:11.366278 UTC,229.23,229.4,1000,300,1627942268920653343
2021-08-03 01:00:11.593146 UTC,229.23,229.4,1000,1300,1627942268920653350
2021-08-03 01:00:11.724659 UTC,229.2,229.4,300,1300,1627942268920653352
2021-08-03 01:00:11.724679 UTC,229.22,229.4,1000,1300,1627942268920653353
2021-08-03 01:00:11.731509 UTC,229.22,229.4,1000,300,1627942268920653355
2021-08-03 01:00:11.745176 UTC,229.22,229.4,1000,1300,1627942268920653358
2021-08-03 01:00:11.747793 UTC,229.22,229.4,1000,300,1627942268920653359
2021-08-03 01:00:11.802031 UTC,229.2,229.4,45,300,1627942268920653363
2021-08-03 01:00:11.802066 UTC,229.23,229.4,1000,300,1627942268920653364
2021-08-03 01:00:11.803242 UTC,229.23,229.4,1000,1300,1627942268920653370
2021-08-03 01:00:11.828234 UTC,229.23,229.4,1000,300,1627942268920653371
2021-08-03 01:00:11.951949 UTC,229.23,229.4,1000,1300,1627942268920653375
2021-08-03 01:00:12.063305 UTC,229.2,229.4,45,1300,1627942268920653376
2021-08-03 01:00:12.063322 UTC,229.22,229.4,1000,1300,1627942268920653377
2021-08-03 01:00:12.918912 UTC,229.2,229.4,45,1300,1627942268920653378
2021-08-03 01:00:12.918932 UTC,229.21,229.4,1000,1300,1627942268920653379
2021-08-03 01:00:12.993410 UTC,228.4,229.4,300,1300,1627942268920653381
2021-08-03 01:00:12.993447 UTC,229.22,229.4,1000,1300,1627942268920653382
2021-08-03 01:00:13.176542 UTC,229.0,229.4,300,1300,1627942268920653384
2021-08-03 01:00:13.176582 UTC,229.21,229.4,1000,1300,1627942268920653385
2021-08-03 01:00:13.176884 UTC,229.21,229.4,1000,300,1627942268920653386
2021-08-03 01:00:13.176903 UTC,229.21,229.39,1000,1000,1627942268920653387
2021-08-03 01:00:13.261468 UTC,229.0,229.39,300,1000,1627942268920653388
2021-08-03 01:00:13.261493 UTC,229.2,229.39,1000,1000,1627942268920653389
2021-08-03 01:00:13.491391 UTC,229.0,229.39,300,1000,1627942268920653390
2021-08-03 01:00:13.491410 UTC,229.19,229.39,1000,1000,1627942268920653391
2021-08-03 01:00:13.494492 UTC,229.19,229.4,1000,300,1627942268920653392
2021-08-03 01:00:13.494528 UTC,229.19,229.38,1000,1000,1627942268920653393
2021-08-03 01:00:13.495352 UTC,229.0,229.38,300,1000,1627942268920653394
2021-08-03 01:00:13.495368 UTC,229.18,229.38,1000,1000,1627942268920653395
2021-08-03 01:00:13.495622 UTC,229.18,229.4,1000,300,1627942268920653396
2021-08-03 01:00:13.495641 UTC,229.18,229.37,1000,1000,1627942268920653397
2021-08-03 01:00:13.570595 UTC,229.18,229.4,1000,300,1627942268920653398
2021-08-03 01:00:13.570617 UTC,229.18,229.38,1000,1000,1627942268920653399
2021-08-03 01:00:13.570649 UTC,229.0,229.38,300,1000,1627942268920653400
2021-08-03 01:00:13.570650 UTC,229.2,229.38,1000,1000,1627942268920653401
2021-08-03 01:00:14.002546 UTC,229.2,229.4,1000,300,1627942268920653402
2021-08-03 01:00:14.002565 UTC,229.2,229.39,1000,1000,1627942268920653403
2021-08-03 01:00:14.063150 UTC,229.2,229.4,1000,300,1627942268920653404
2021-08-03 01:00:14.063167 UTC,229.2,229.4,1000,1300,1627942268920653405
2021-08-03 01:00:14.063604 UTC,229.2,229.4,1000,300,1627942268920653406
2021-08-03 01:00:14.063621 UTC,229.2,229.39,1000,1000,1627942268920653407
2021-08-03 01:00:14.103825 UTC,229.2,229.39,1045,1000,1627942268920653408
2021-08-03 01:00:14.315107 UTC,229.2,229.4,1045,300,1627942268920653409
2021-08-03 01:00:14.315136 UTC,229.2,229.4,1045,1300,1627942268920653410
2021-08-03 01:00:14.315253 UTC,229.2,229.4,45,1300,1627942268920653411
2021-08-03 01:00:14.315269 UTC,229.22,229.4,1000,1300,1627942268920653412
2021-08-03 01:00:14.316425 UTC,229.2,229.4,45,1300,1627942268920653413
2021-08-03 01:00:14.316444 UTC,229.21,229.4,1000,1300,1627942268920653414
2021-08-03 01:00:14.447228 UTC,229.21,229.4,1000,300,1627942268920653415
2021-08-03 01:00:14.447359 UTC,229.21,229.41,1000,1000,1627942268920653417
2021-08-03 01:00:14.498347 UTC,229.2,229.41,45,1000,1627942268920653418
2021-08-03 01:00:14.498366 UTC,229.22,229.41,1000,1000,1627942268920653419
2021-08-03 01:00:14.499927 UTC,229.22,230.2,1000,300,1627942268920653420
2021-08-03 01:00:14.499945 UTC,229.22,229.42,1000,1000,1627942268920653421
2021-08-03 01:00:14.500227 UTC,229.2,229.42,45,1000,1627942268920653422
2021-08-03 01:00:14.500246 UTC,229.23,229.42,1000,1000,1627942268920653423
2021-08-03 01:00:14.500378 UTC,229.23,230.2,1000,300,1627942268920653424
2021-08-03 01:00:14.500412 UTC,229.23,229.41,1000,1000,1627942268920653425
2021-08-03 01:00:14.512118 UTC,229.2,229.41,45,1000,1627942268920653426
2021-08-03 01:00:14.512138 UTC,229.22,229.41,1000,1000,1627942268920653427
2021-08-03 01:00:14.602187 UTC,229.22,229.4,1000,300,1627942268920653429
2021-08-03 01:00:14.650644 UTC,229.2,229.4,300,300,1627942268920653430
2021-08-03 01:00:14.650665 UTC,229.23,229.4,1000,300,1627942268920653431
2021-08-03 01:00:15.000883 UTC,229.2,229.4,300,300,1627942268920653438
2021-08-03 01:00:15.000914 UTC,229.24,229.4,1000,300,1627942268920653439
2021-08-03 01:00:17.344237 UTC,229.2,229.4,300,300,1627942268920653484
2021-08-03 01:00:17.344257 UTC,229.25,229.4,1000,300,1627942268920653485
2021-08-03 01:00:18.013197 UTC,229.2,229.4,300,300,1627942268920653504
2021-08-03 01:00:18.013215 UTC,229.24,229.4,1000,300,1627942268920653505
2021-08-03 01:00:18.609804 UTC,229.2,229.4,300,300,1627942268920653526
2021-08-03 01:00:18.609820 UTC,229.25,229.4,1000,300,1627942268920653527
2021-08-03 01:00:19.841766 UTC,229.25,229.44,1000,1000,1627942268920653542
2021-08-03 01:00:19.942387 UTC,229.25,229.4,1000,300,1627942268920653543
2021-08-03 01:00:20.020185 UTC,229.2,229.4,300,300,1627942268920653550
2021-08-03 01:00:20.020203 UTC,229.26,229.4,1000,300,1627942268920653551
2021-08-03 01:00:20.513462 UTC,229.2,229.4,300,300,1627942268920653574
2021-08-03 01:00:20.513479 UTC,229.25,229.4,1000,300,1627942268920653575
2021-08-03 01:00:23.692256 UTC,229.2,229.4,300,300,1627942268920653644
2021-08-03 01:00:23.692274 UTC,229.24,229.4,1000,300,1627942268920653645
2021-08-03 01:00:24.521728 UTC,229.2,229.4,300,300,1627942268920653650
2021-08-03 01:00:24.521766 UTC,229.23,229.4,1000,300,1627942268920653651
2021-08-03 01:00:25.002620 UTC,229.23,229.42,1000,1000,1627942268920653661
2021-08-03 01:00:25.102861 UTC,229.23,229.4,1000,300,1627942268920653663
2021-08-03 01:00:26.508616 UTC,229.23,229.4,1000,1300,1627942268920653676
2021-08-03 01:00:26.509013 UTC,229.23,229.4,1000,300,1627942268920653677
2021-08-03 01:00:26.839130 UTC,229.23,229.4,1000,1300,1627942268920653680
2021-08-03 01:00:27.210298 UTC,229.23,229.4,1000,300,1627942268920653681
2021-08-03 01:00:27.211065 UTC,229.23,229.4,1000,1300,1627942268920653684
2021-08-03 01:00:27.211480 UTC,229.23,229.4,1000,300,1627942268920653685
2021-08-03 01:00:27.211603 UTC,229.2,229.4,45,300,1627942268920653687
2021-08-03 01:00:27.211627 UTC,229.22,229.4,1000,300,1627942268920653688
2021-08-03 01:00:27.211954 UTC,229.22,229.4,1000,1300,1627942268920653690
2021-08-03 01:00:27.212352 UTC,229.22,229.4,1000,300,1627942268920653691
2021-08-03 01:00:27.502979 UTC,229.22,229.4,1000,1300,1627942268920653694
2021-08-03 01:00:27.553202 UTC,229.22,229.4,1000,300,1627942268920653695
2021-08-03 01:00:27.673907 UTC,229.22,229.4,1000,1300,1627942268920653699
2021-08-03 01:00:27.847433 UTC,229.22,229.4,1000,300,1627942268920653700
2021-08-03 01:00:28.009818 UTC,229.2,229.4,300,300,1627942268920653702
2021-08-03 01:00:28.009854 UTC,229.23,229.4,1000,300,1627942268920653703
2021-08-03 01:00:28.011402 UTC,229.23,229.4,1000,1300,1627942268920653705
2021-08-03 01:00:28.197971 UTC,229.2,229.4,300,1300,1627942268920653706
2021-08-03 01:00:28.198003 UTC,229.22,229.4,1000,1300,1627942268920653707
2021-08-03 01:00:28.254821 UTC,229.22,229.4,1000,300,1627942268920653708
2021-08-03 01:00:28.299506 UTC,229.22,229.4,1000,1300,1627942268920653711
2021-08-03 01:00:28.419759 UTC,229.22,229.4,1000,300,1627942268920653712
2021-08-03 01:00:28.501950 UTC,229.22,229.4,1000,1300,1627942268920653719
2021-08-03 01:00:28.800305 UTC,229.22,229.4,1000,300,1627942268920653720
2021-08-03 01:00:29.011770 UTC,229.2,229.4,300,300,1627942268920653724
2021-08-03 01:00:29.011789 UTC,229.24,229.4,1000,300,1627942268920653725
2021-08-03 01:00:29.024148 UTC,229.24,229.4,1000,1300,1627942268920653733
2021-08-03 01:00:29.025531 UTC,229.24,229.4,1000,300,1627942268920653734
2021-08-03 01:00:29.084281 UTC,229.2,229.4,300,300,1627942268920653736
2021-08-03 01:00:29.084302 UTC,229.23,229.4,1000,300,1627942268920653737
2021-08-03 01:00:29.287269 UTC,229.23,229.4,1000,1300,1627942268920653739
2021-08-03 01:00:29.288584 UTC,229.23,229.4,1000,300,1627942268920653740
2021-08-03 01:00:29.438716 UTC,229.23,229.4,1000,1300,1627942268920653751
2021-08-03 01:00:29.439167 UTC,229.23,229.4,1000,300,1627942268920653752
2021-08-03 01:00:29.439616 UTC,229.23,229.4,1000,1300,1627942268920653755
2021-08-03 01:00:29.440029 UTC,229.23,229.4,1000,300,1627942268920653756
2021-08-03 01:00:30.511088 UTC,229.2,229.4,300,300,1627942268920653766
2021-08-03 01:00:30.511107 UTC,229.24,229.4,1000,300,1627942268920653767
2021-08-03 01:00:30.512481 UTC,229.24,229.42,1000,1000,1627942268920653770
2021-08-03 01:00:30.613087 UTC,229.24,229.4,1000,300,1627942268920653771
2021-08-03 01:00:32.026485 UTC,229.24,229.4,1000,1300,1627942268920653799
2021-08-03 01:00:32.026885 UTC,229.24,229.4,1000,300,1627942268920653800
2021-08-03 01:00:34.256657 UTC,229.2,229.4,300,300,1627942268920653828
2021-08-03 01:00:34.256673 UTC,229.26,229.4,1000,300,1627942268920653829
2021-08-03 01:00:34.503605 UTC,229.2,229.4,300,300,1627942268920653832
2021-08-03 01:00:34.503624 UTC,229.25,229.4,1000,300,1627942268920653833
2021-08-03 01:00:35.732553 UTC,229.25,229.43,1000,1000,1627942268920653857
2021-08-03 01:00:35.833369 UTC,229.25,229.4,1000,300,1627942268920653858
2021-08-03 01:00:39.010405 UTC,229.2,229.4,300,300,1627942268920653873
2021-08-03 01:00:39.010431 UTC,229.24,229.4,1000,300,1627942268920653874
2021-08-03 01:00:39.610745 UTC,229.2,229.4,300,300,1627942268920653879
2021-08-03 01:00:39.610792 UTC,229.25,229.4,1000,300,1627942268920653880
2021-08-03 01:00:40.579922 UTC,229.2,229.4,300,300,1627942268920653897
2021-08-03 01:00:40.579944 UTC,229.26,229.4,1000,300,1627942268920653898
2021-08-03 01:00:41.002084 UTC,229.26,229.43,1000,1000,1627942268920653901
2021-08-03 01:00:41.003096 UTC,229.26,230.2,1000,300,1627942268920653902
2021-08-03 01:00:41.003132 UTC,229.26,229.44,1000,1000,1627942268920653903
2021-08-03 01:00:41.010446 UTC,229.26,230.2,1000,300,1627942268920653904
2021-08-03 01:00:41.010474 UTC,229.26,229.45,1000,1000,1627942268920653905
2021-08-03 01:00:41.111377 UTC,229.26,229.4,1000,300,1627942268920653906
2021-08-03 01:00:44.451681 UTC,229.2,229.4,300,300,1627942268920653925
2021-08-03 01:00:44.451702 UTC,229.27,229.4,1000,300,1627942268920653926
2021-08-03 01:00:49.001025 UTC,229.2,229.4,300,300,1627942268920653935
2021-08-03 01:00:49.001042 UTC,229.26,229.4,1000,300,1627942268920653936
2021-08-03 01:00:49.209888 UTC,229.2,229.4,300,300,1627942268920653939
2021-08-03 01:00:49.209908 UTC,229.27,229.4,1000,300,1627942268920653940
2021-08-03 01:00:49.514643 UTC,229.2,229.4,300,300,1627942268920653941
2021-08-03 01:00:49.514664 UTC,229.26,229.4,1000,300,1627942268920653942
2021-08-03 01:00:50.521969 UTC,229.2,229.4,300,300,1627942268920653943
2021-08-03 01:00:50.521991 UTC,229.25,229.4,1000,300,1627942268920653944
2021-08-03 01:00:50.942887 UTC,229.2,229.4,300,300,1627942268920653945
2021-08-03 01:00:50.942925 UTC,229.24,229.4,1000,300,1627942268920653946
2021-08-03 01:00:50.997390 UTC,229.24,229.4,1000,1300,1627942268920653948
2021-08-03 01:00:50.997516 UTC,229.24,229.4,1000,1000,1627942268920653949
2021-08-03 01:00:50.998768 UTC,229.24,230.2,1000,300,1627942268920653950
2021-08-03 01:00:50.998787 UTC,229.24,229.41,1000,1000,1627942268920653951
2021-08-03 01:00:50.999274 UTC,229.24,230.2,1000,300,1627942268920653952
2021-08-03 01:00:50.999292 UTC,229.24,229.42,1000,1000,1627942268920653953
2021-08-03 01:00:51.099835 UTC,229.24,229.4,1000,300,1627942268920653954
2021-08-03 01:00:54.025466 UTC,229.2,229.4,300,300,1627942268920653967
2021-08-03 01:00:54.025506 UTC,229.25,229.4,1000,300,1627942268920653968
2021-08-03 01:00:54.137148 UTC,229.2,229.4,300,300,1627942268920653973
2021-08-03 01:00:54.137166 UTC,229.24,229.4,1000,300,1627942268920653974
2021-08-03 01:00:55.187796 UTC,229.2,229.4,300,300,1627942268920653981
2021-08-03 01:00:55.187815 UTC,229.26,229.4,1000,300,1627942268920653982
2021-08-03 01:00:55.188660 UTC,229.2,229.4,300,300,1627942268920653985
2021-08-03 01:00:55.188679 UTC,229.25,229.4,1000,300,1627942268920653986
2021-08-03 01:00:55.189112 UTC,229.2,229.4,300,300,1627942268920653987
2021-08-03 01:00:55.189154 UTC,229.26,229.4,1000,300,1627942268920653988
2021-08-03 01:00:56.611825 UTC,229.26,229.43,1000,1000,1627942268920653997
2021-08-03 01:00:56.712505 UTC,229.26,229.4,1000,300,1627942268920653998
2021-08-03 01:00:58.510560 UTC,229.2,229.4,300,300,1627942268920654011
2021-08-03 01:00:58.510577 UTC,229.25,229.4,1000,300,1627942268920654012
2021-08-03 01:01:00.285358 UTC,229.2,229.4,300,300,1627942268920654023
2021-08-03 01:01:00.285376 UTC,229.26,229.4,1000,300,1627942268920654024
2021-08-03 01:01:00.995092 UTC,229.2,229.4,300,300,1627942268920654031
2021-08-03 01:01:00.995116 UTC,229.25,229.4,1000,300,1627942268920654032
2021-08-03 01:01:01.326656 UTC,229.2,229.4,300,300,1627942268920654049
2021-08-03 01:01:01.326678 UTC,229.24,229.4,1000,300,1627942268920654050
2021-08-03 01:01:01.726741 UTC,229.24,229.4,1000,1300,1627942268920654054
2021-08-03 01:01:01.726845 UTC,229.24,229.4,1000,1000,1627942268920654055
2021-08-03 01:01:01.827769 UTC,229.24,229.4,1000,1300,1627942268920654056
2021-08-03 01:01:02.017870 UTC,229.2,229.4,300,1300,1627942268920654057
2021-08-03 01:01:02.017889 UTC,229.22,229.4,1000,1300,1627942268920654058
2021-08-03 01:01:02.018941 UTC,229.22,229.4,1000,300,1627942268920654059
2021-08-03 01:01:02.222754 UTC,229.22,229.4,1000,1300,1627942268920654062
2021-08-03 01:01:02.849556 UTC,229.2,229.4,45,1300,1627942268920654064
2021-08-03 01:01:02.849576 UTC,229.21,229.4,1000,1300,1627942268920654065
2021-08-03 01:01:02.849908 UTC,229.21,229.4,1000,300,1627942268920654066
2021-08-03 01:01:02.849945 UTC,229.21,229.39,1000,1000,1627942268920654067
2021-08-03 01:01:02.992782 UTC,229.21,229.4,1000,300,1627942268920654069
2021-08-03 01:01:02.992803 UTC,229.21,229.4,1000,1300,1627942268920654070
2021-08-03 01:01:02.993038 UTC,228.4,229.4,300,1300,1627942268920654071
2021-08-03 01:01:02.993058 UTC,229.22,229.4,1000,1300,1627942268920654072
2021-08-03 01:01:02.994475 UTC,228.4,229.4,300,1300,1627942268920654073
2021-08-03 01:01:02.994494 UTC,229.21,229.4,1000,1300,1627942268920654074
2021-08-03 01:01:02.994852 UTC,228.4,229.4,300,1300,1627942268920654075
2021-08-03 01:01:02.994872 UTC,229.22,229.4,1000,1300,1627942268920654076
2021-08-03 01:01:03.092668 UTC,228.4,229.4,300,1300,1627942268920654077
2021-08-03 01:01:03.092686 UTC,229.21,229.4,1000,1300,1627942268920654078
2021-08-03 01:01:03.106027 UTC,229.21,229.4,1000,300,1627942268920654079
2021-08-03 01:01:03.106047 UTC,229.21,229.39,1000,1000,1627942268920654080
2021-08-03 01:01:03.138390 UTC,228.4,229.39,300,1000,1627942268920654081
2021-08-03 01:01:03.138438 UTC,229.2,229.39,1000,1000,1627942268920654082
2021-08-03 01:01:03.138832 UTC,229.2,229.4,1000,300,1627942268920654083
2021-08-03 01:01:03.138851 UTC,229.2,229.38,1000,1000,1627942268920654084
2021-08-03 01:01:03.233881 UTC,228.4,229.38,300,1000,1627942268920654085
2021-08-03 01:01:03.233900 UTC,229.19,229.38,1000,1000,1627942268920654086
2021-08-03 01:01:03.335112 UTC,229.2,229.38,45,1000,1627942268920654087
2021-08-03 01:01:03.335559 UTC,229.2,229.38,1045,1000,1627942268920654089
2021-08-03 01:01:05.514291 UTC,229.2,229.38,1000,1000,1627942268920654090
2021-08-03 01:01:05.811633 UTC,229.2,229.38,1045,1000,1627942268920654092
2021-08-03 01:01:06.209096 UTC,229.2,229.38,45,1000,1627942268920654093
2021-08-03 01:01:06.209970 UTC,229.19,229.38,1000,1000,1627942268920654095
2021-08-03 01:01:06.598597 UTC,229.2,229.38,45,1000,1627942268920654096
2021-08-03 01:01:06.599110 UTC,229.2,229.38,1045,1000,1627942268920654098
2021-08-03 01:01:06.605245 UTC,229.2,229.38,45,1000,1627942268920654099
2021-08-03 01:01:06.606029 UTC,229.18,229.38,1000,1000,1627942268920654101
2021-08-03 01:01:07.008733 UTC,229.0,229.38,300,1000,1627942268920654102
2021-08-03 01:01:07.008751 UTC,229.19,229.38,1000,1000,1627942268920654103
2021-08-03 01:01:07.199707 UTC,229.19,229.4,1000,300,1627942268920654104
2021-08-03 01:01:07.199728 UTC,229.19,229.37,1000,1000,1627942268920654105
2021-08-03 01:01:09.616842 UTC,229.2,229.37,45,1000,1627942268920654108
2021-08-03 01:01:09.617301 UTC,229.2,229.37,1045,1000,1627942268920654110
2021-08-03 01:01:09.659344 UTC,229.2,229.37,45,1000,1627942268920654111
2021-08-03 01:01:09.794675 UTC,229.2,229.37,1045,1000,1627942268920654114
2021-08-03 01:01:09.994343 UTC,229.2,229.37,1000,1000,1627942268920654115
2021-08-03 01:01:09.995472 UTC,229.0,229.37,300,1000,1627942268920654116
2021-08-03 01:01:09.995473 UTC,229.13,229.37,1000,1000,1627942268920654117
2021-08-03 01:01:09.999443 UTC,229.13,229.4,1000,300,1627942268920654118
2021-08-03 01:01:09.999461 UTC,229.13,229.38,1000,1000,1627942268920654119
2021-08-03 01:01:10.236080 UTC,229.0,229.38,300,1000,1627942268920654120
2021-08-03 01:01:10.236099 UTC,229.12,229.38,1000,1000,1627942268920654121
2021-08-03 01:01:10.236507 UTC,229.0,229.38,300,1000,1627942268920654122
2021-08-03 01:01:10.236544 UTC,229.13,229.38,1000,1000,1627942268920654123
2021-08-03 01:01:10.515055 UTC,229.0,229.38,300,1000,1627942268920654124
2021-08-03 01:01:10.515075 UTC,229.18,229.38,1000,1000,1627942268920654125
2021-08-03 01:01:10.616568 UTC,229.2,229.38,45,1000,1627942268920654126
2021-08-03 01:01:10.617037 UTC,229.2,229.38,1045,1000,1627942268920654128
2021-08-03 01:01:10.699322 UTC,229.2,229.38,45,1000,1627942268920654129
